open;high;low;close;volume;marketCap;timestamp
0.0487103725;0.0619280138;0.0491107568;0.0542878075;59.4135378071;153229.6094699791;"2010-07-13T00:00:00.000Z"
0.0735485076;0.0780314319;0.0644357282;0.069226477;535.04329908;239224.211514471;"2010-07-19T00:00:00.000Z"
0.0651144727;0.073044032;0.0604151285;0.06435698;1451.41368601;226184.887851071;"2010-07-25T00:00:00.000Z"
0.0650604214;0.0668175315;0.0482070615;0.056435737;2422.24603739;202219.1220695109;"2010-08-01T00:00:00.000Z"
0.057084511;0.0625505229;0.0472958246;0.0556737082;2450.34971776;202912.5764158309;"2010-08-07T00:00:00.000Z"
0.0587163632;0.0622853533;0.0497109957;0.058801365;4111.09895453;218804.2976322409;"2010-08-14T00:00:00.000Z"
0.0652820587;0.0665947741;0.0546320053;0.0614288771;3893.66177821;231480.905545771;"2010-08-20T00:00:00.000Z"
0.0648362733;0.06868028;0.0548301124;0.0620481007;8385.31312598;238188.706163661;"2010-08-27T00:00:00.000Z"
0.0583601811;0.0625148216;0.0471833632;0.0584348598;7603.17024732;227175.143569721;"2010-09-02T00:00:00.000Z"
0.056260824;0.0588545762;0.0467522877;0.0561015543;2184.21878505;220890.0555324609;"2010-09-08T00:00:00.000Z"
0.056750907;0.0821205781;0.0534871933;0.0748290124;3417.00058498;299085.9560685613;"2010-09-15T00:00:00.000Z"
0.0567278062;0.0699818509;0.0554614045;0.0561104679;5329.38556495;227768.176960511;"2010-09-21T00:00:00.000Z"
0.0568637978;0.0619787236;0.0522940609;0.0571401957;6620.29746164;236201.502484971;"2010-09-28T00:00:00.000Z"
0.05642603;0.0696914338;0.0524566628;0.0568686886;31625.2087253101;237468.006834611;"2010-10-04T00:00:00.000Z"
0.1058912888;0.1156574531;0.0950135405;0.1098296776;13181.1954474001;464687.998688682;"2010-10-11T00:00:00.000Z"
0.0951548336;0.1230475077;0.0915759965;0.0984480697;16941.8337607701;422642.0834204918;"2010-10-17T00:00:00.000Z"
0.1026762875;0.1482976891;0.1026762875;0.1186542985;12938.5293610701;518215.9801164622;"2010-10-24T00:00:00.000Z"
0.1774206436;0.1974847393;0.1667283926;0.1806763024;24814.9617455001;801312.9581272134;"2010-10-30T00:00:00.000Z"
0.225255917;0.2559415145;0.2112813129;0.2306318403;34221.8263856401;1036038.5927107744;"2010-11-05T00:00:00.000Z"
0.2173219615;0.2547732097;0.1927590555;0.2412578222;38050.4884859702;1102372.3320438748;"2010-11-12T00:00:00.000Z"
0.252712634;0.2840769014;0.2354556956;0.2602175581;34916.0274255601;1206960.603222815;"2010-11-18T00:00:00.000Z"
0.2674585353;0.2736275404;0.2276700801;0.26134276;1565.45246607;1226120.0516398952;"2010-11-25T00:00:00.000Z"
0.201377617;0.2669925238;0.201377617;0.2317265491;7595.84331637;1100440.4210262648;"2010-12-01T00:00:00.000Z"
0.2157122674;0.2590081571;0.2089867795;0.2211923638;3201.92482717;1067701.0707803946;"2010-12-08T00:00:00.000Z"
0.2146423022;0.259040685;0.2012776254;0.2248398967;9750.96905203;1096830.8481618448;"2010-12-14T00:00:00.000Z"
0.2475114838;0.2836519767;0.2250889563;0.249549556;8633.78475505;1232734.7769005452;"2010-12-21T00:00:00.000Z"
0.2430246766;0.2780483586;0.2170081355;0.2513875982;4611.91568572;1253575.6859681252;"2010-12-27T00:00:00.000Z"
0.2802563595;0.3427400627;0.270067688;0.2800101;4993.96146616;1410599.880517506;"2011-01-02T00:00:00.000Z"
0.300247326;0.3712029307;0.2900514675;0.3002271746;1572.17270847;1528794.3091389465;"2011-01-09T00:00:00.000Z"
0.3889616566;0.3893693326;0.310634702;0.3723264339;1416.44975819;1915051.7121593782;"2011-01-15T00:00:00.000Z"
0.3617677757;0.4189739418;0.343045143;0.4140401078;9803.85362625;2154240.334390139;"2011-01-22T00:00:00.000Z"
0.3929872124;0.4500071438;0.3792127596;0.4161401182;4982.61172344;2186223.330687559;"2011-01-28T00:00:00.000Z"
0.6776884616;0.7815034009;0.604914966;0.7549727426;39383.9059158402;4010169.846004207;"2011-02-04T00:00:00.000Z"
0.9337451723;0.9594549063;0.7654410416;0.9147904393;24797.3397765401;4909657.425302521;"2011-02-10T00:00:00.000Z"
0.9928515336;1.1919373427;0.9429939619;0.9790001153;3735.94142255;5325931.957711303;"2011-02-17T00:00:00.000Z"
0.8179290188;0.8569434701;0.7048383809;0.8350644515;6277.35042483;4593793.9360662;"2011-02-23T00:00:00.000Z"
0.809590038;0.9281235589;0.7364749114;0.877540481;21097.0249723801;4881516.372917841;"2011-03-01T00:00:00.000Z"
0.8283861173;0.9099709054;0.7294216903;0.828376037;4232.60467059;4671150.34765516;"2011-03-08T00:00:00.000Z"
0.8536305306;0.9284906521;0.7814870763;0.8461213504;4922.42821928;4803723.52825335;"2011-03-14T00:00:00.000Z"
0.7566033721;0.9451234387;0.7121235531;0.726686449;3462.72623431;4158699.3834835575;"2011-03-21T00:00:00.000Z"
0.8133488003;0.9821465328;0.7386720947;0.8236674058;4985.93450996;4750028.15678779;"2011-03-27T00:00:00.000Z"
0.7345932715;0.8251147313;0.6940517105;0.738108761;3664.91219385;4301605.599462318;"2011-04-03T00:00:00.000Z"
0.7001564534;0.8139111632;0.6224257803;0.6883051473;11324.64448137;4045393.0538431373;"2011-04-09T00:00:00.000Z"
0.9153772004;1.1294539102;0.8776344804;0.9955729891;26978.0117669901;5909148.8104175255;"2011-04-16T00:00:00.000Z"
1.1283441275;1.2995358904;1.0994328233;1.2420382898;36721.5325503602;7430959.835668531;"2011-04-22T00:00:00.000Z"
1.686186437;2.1665014727;1.6069238753;2.0051155141;93434.5728636204;12103428.657547891;"2011-04-28T00:00:00.000Z"
3.273992072;3.837994977;3.0917726713;3.2035752347;14361.5500229401;19558067.080639422;"2011-05-05T00:00:00.000Z"
4.9521940023;5.2745669703;4.5305393745;5.1097702834;49113.9115450502;31518627.976928953;"2011-05-11T00:00:00.000Z"
7.6768644628;8.0292492494;6.3539366966;6.8203215379;23743.5497662001;42625816.06395247;"2011-05-18T00:00:00.000Z"
6.6246950949;8.0955103168;6.6246950949;6.9086372181;27336.1820195701;43677958.942880236;"2011-05-24T00:00:00.000Z"
8.1043545384;8.7582594649;6.9805212336;8.1906906779;42733.1067219402;52360423.537818305;"2011-05-31T00:00:00.000Z"
16.3402087454;17.8049629339;14.8404989827;17.558693267;51573.5482644602;113340048.1393177;"2011-06-06T00:00:00.000Z"
24.71419074;24.71419074;16.2927374384;19.5511242675;68547.4898500303;127679105.8096224;"2011-06-13T00:00:00.000Z"
17.2076056365;18.3152659406;14.7230466088;16.4160900638;28140.6230358601;108282582.08120562;"2011-06-19T00:00:00.000Z"
15.9185136188;16.5439326324;13.8132392853;15.9892052113;0;106542869.74422653;"2011-06-25T00:00:00.000Z"
16.0262377884;16.0382419988;13.164329123;15.4977784042;18090.6311980401;104184977.66275857;"2011-07-02T00:00:00.000Z"
13.8256664229;18.3735308903;13.594842057;14.4035322826;32573.6682697001;97496429.76464994;"2011-07-08T00:00:00.000Z"
13.1495993784;13.8290632161;11.9102804533;13.0942663212;23153.9791669801;89342506.46626382;"2011-07-15T00:00:00.000Z"
12.8458011977;13.2227874383;10.7772938704;12.9321908471;23291.3614557101;88843827.81752805;"2011-07-21T00:00:00.000Z"
13.0220595007;14.2414711077;10.4949168263;12.5934878767;30498.8400970501;87230367.96515884;"2011-07-28T00:00:00.000Z"
11.9771611271;13.1259958523;10.8758170014;11.3653255901;84349.6825038004;79272317.27592269;"2011-08-03T00:00:00.000Z"
9.1259132675;10.7288461868;8.7581891077;9.4433461574;22640.9633291001;66316134.48209106;"2011-08-10T00:00:00.000Z"
10.4373430816;11.6822268341;9.4397853436;10.7638514722;14282.1391585801;76023199.27582224;"2011-08-16T00:00:00.000Z"
10.6627819012;11.6062451787;9.7174847069;10.4898642494;34563.7373850801;74555923.41899505;"2011-08-22T00:00:00.000Z"
8.5427507741;9.525517352;7.6166053093;8.7726884693;20192.2096689101;62766612.14503456;"2011-08-29T00:00:00.000Z"
7.9380319272;8.8029115088;6.4856973346;7.7806595214;18298.2306861801;56004992.72722689;"2011-09-04T00:00:00.000Z"
4.5045019726;5.9513164647;4.3617780712;5.8589129544;134345.1031783306;42460860.44331554;"2011-09-11T00:00:00.000Z"
4.520860648;5.4545711177;4.2564678313;4.7373925797;18946.0060515201;34529314.866122164;"2011-09-17T00:00:00.000Z"
5.3126587883;6.1668137684;5.0669013064;5.3180960524;16678.4095923601;39022992.26430541;"2011-09-24T00:00:00.000Z"
4.5748809992;5.6311244394;4.3955372836;4.7524118828;38614.3168233302;35061750.33780417;"2011-09-30T00:00:00.000Z"
4.456468284;4.5677765083;3.3824604431;4.0576763129;91271.1214943204;30125304.81291815;"2011-10-07T00:00:00.000Z"
3.8752353682;3.9182199894;3.0128406615;3.788592823;18354.8207273901;28256177.71593216;"2011-10-13T00:00:00.000Z"
3.198361484;3.2227484969;2.031579082;2.2352939807;95010.7217155104;16756601.918100562;"2011-10-19T00:00:00.000Z"
2.8736871036;2.8736871036;2.1992907207;2.6842517306;27361.5322672901;20231540.830256756;"2011-10-26T00:00:00.000Z"
3.1017570474;3.432895125;2.7756048111;3.0299657246;35458.3976555902;22944794.19631821;"2011-11-01T00:00:00.000Z"
2.8154733958;2.9438039661;2.3695176528;2.8433937629;56421.2417880502;21673579.40477196;"2011-11-08T00:00:00.000Z"
2.8758790693;2.9793318809;1.9618409799;2.3515780311;356625.8848744615;18024781.922848325;"2011-11-14T00:00:00.000Z"
2.1531044641;2.347573952;1.8743513388;2.2004186667;38769.0877392702;16971444.110152483;"2011-11-21T00:00:00.000Z"
2.3600173115;2.6035596987;2.1129206066;2.3226936079;21247.8570795801;18002288.440838896;"2011-11-27T00:00:00.000Z"
2.7662861683;3.3484282676;2.5074513654;2.7113631112;88814.6582227104;21156088.52014312;"2011-12-04T00:00:00.000Z"
2.8805856938;2.9825768713;2.3982613803;2.8453898429;69438.7153299803;22333020.289555404;"2011-12-10T00:00:00.000Z"
3.0288113083;3.0288113083;2.4989336075;2.9867744;27913.5348447601;23561393.8624801;"2011-12-16T00:00:00.000Z"
3.7876612854;4.5740989123;3.5855887393;3.713313237;19084.2657052301;29483242.941664606;"2011-12-23T00:00:00.000Z"
3.9038262755;4.7827684871;3.6242756721;3.8955149411;49589.0886847502;31111676.166125264;"2011-12-29T00:00:00.000Z"
5.190602815;6.8984389796;5.190602815;6.227378077;170247.3261760907;50062904.31267364;"2012-01-05T00:00:00.000Z"
6.5693530401;7.4774115885;6.0356515307;6.4554303989;93207.6433449104;52210270.33377309;"2012-01-11T00:00:00.000Z"
6.0205330761;6.6678545917;5.4339563728;6.2893452735;210727.8823149109;51196253.23804719;"2012-01-18T00:00:00.000Z"
5.9503044429;6.94755893;5.578004498;5.9458515356;33309.5814808501;48668677.677407846;"2012-01-24T00:00:00.000Z"
5.1970851329;5.6703007085;4.6152335441;5.1798632237;45149.4725472302;42673914.68687593;"2012-01-31T00:00:00.000Z"
5.4762913425;5.6550566693;4.4689373205;5.3596954262;84103.2642821304;44397439.04261915;"2012-02-06T00:00:00.000Z"
5.2334876779;6.1049815648;4.9442073395;5.4089942844;76623.4664848703;45041743.40275955;"2012-02-12T00:00:00.000Z"
4.1792267839;4.7016269736;3.7556209244;4.1178347188;58067.4865016402;34501792.925402254;"2012-02-19T00:00:00.000Z"
4.6604402413;4.8738801615;3.9559969546;4.7464504491;80242.4290213103;39983683.275219314;"2012-02-25T00:00:00.000Z"
4.4789433694;4.7138466424;3.8072068958;4.5666581666;37502.0607041102;38707337.12125084;"2012-03-03T00:00:00.000Z"
4.6340051505;5.6886254654;4.3594722441;4.5518128711;30463.6241601401;38785656.09555955;"2012-03-09T00:00:00.000Z"
4.9973794748;6.0955211996;4.7266874669;4.9901510234;30477.4193244001;42778786.99096664;"2012-03-16T00:00:00.000Z"
4.552520886;4.9977979032;3.7882990924;4.5376834028;54336.6599302502;39115587.217550516;"2012-03-22T00:00:00.000Z"
4.4835029979;4.6115564514;3.7196682062;4.4591866501;35452.7227842302;38644983.706821896;"2012-03-28T00:00:00.000Z"
4.6687501197;4.8983674647;3.8328976544;4.5961882278;47670.4501458802;40060491.50170183;"2012-04-04T00:00:00.000Z"
4.5311423202;4.9473740857;4.0318974071;4.5066665254;49502.6495668802;39466014.82685239;"2012-04-10T00:00:00.000Z"
4.6186598877;4.9282376728;4.1275875546;4.656365777;28640.6557387701;40991734.0744068;"2012-04-17T00:00:00.000Z"
4.9080279345;5.069346056;3.8754836719;4.8120854792;46231.3009022502;42571918.730535455;"2012-04-23T00:00:00.000Z"
4.5890872463;5.2073604768;4.3845885247;4.6559712615;52114.9944611602;41438726.22813743;"2012-04-30T00:00:00.000Z"
4.7725124078;5.3598439436;4.4763195441;4.7336981358;17946.0619834101;42359852.80129035;"2012-05-06T00:00:00.000Z"
4.685336686;5.2321982781;4.3094199907;4.6176642931;13163.4708080701;41563942.628708966;"2012-05-13T00:00:00.000Z"
4.7979239684;6.158854108;4.5850899714;4.7607417072;21658.5945616001;43042698.908969834;"2012-05-19T00:00:00.000Z"
4.7859749014;5.2962234275;4.6503065545;4.804669029;21447.0562647201;43621229.764651544;"2012-05-25T00:00:00.000Z"
4.8355396572;5.2574071487;4.42048231;4.8789040187;41678.5140159802;44536160.54498809;"2012-06-01T00:00:00.000Z"
5.0920726277;5.2043355744;4.1364776699;5.1605586553;45026.2494358902;47341717.97113542;"2012-06-07T00:00:00.000Z"
5.4716131298;5.9238590197;4.4690417549;5.5576788449;32646.9842475501;51284766.75474102;"2012-06-14T00:00:00.000Z"
6.0609229369;6.5023104832;5.328610581;6.1521474274;59862.9765985303;57061269.92728014;"2012-06-20T00:00:00.000Z"
6.0023558097;6.6191036292;5.485453357;6.0709475599;39212.6517386802;56622665.47609501;"2012-06-27T00:00:00.000Z"
6.2959607454;7.6866124078;6.0322826919;6.2437667508;66505.9922129503;58505811.493411906;"2012-07-03T00:00:00.000Z"
6.4638366567;7.5400897493;5.87723633;6.5892128964;65474.1736617903;62098321.009021424;"2012-07-10T00:00:00.000Z"
7.1462672668;7.6633161275;6.3043122707;7.4452208621;96224.6961703904;70499758.02192545;"2012-07-16T00:00:00.000Z"
8.5989381795;8.5989381795;6.6518484677;7.9749311448;28075.8660334001;75876020.31105822;"2012-07-22T00:00:00.000Z"
8.3368359947;8.7209995569;6.8788853516;8.1327068584;10729.39901079;77836866.61103423;"2012-07-29T00:00:00.000Z"
9.9683333791;10.452749844;8.5618833416;10.2737583718;48917.0457774102;98802862.68651862;"2012-08-04T00:00:00.000Z"
10.8014601607;12.149851952;9.3388205058;10.7660454353;20264.7696194901;104130694.21408099;"2012-08-11T00:00:00.000Z"
12.557713637;12.7677843543;10.5753740231;11.5393629463;205992.0434926009;112150779.99293073;"2012-08-17T00:00:00.000Z"
9.5254958285;10.7339850255;8.9326636903;9.7496441002;86012.9424978004;95316176.84664926;"2012-08-24T00:00:00.000Z"
10.4403227251;12.549137945;9.8374085526;10.1663198218;28844.4657568901;99864627.99119519;"2012-08-30T00:00:00.000Z"
10.0660615801;10.53495898;8.494804598;10.1902791847;62424.7330014103;100674098.94091552;"2012-09-06T00:00:00.000Z"
10.4211434333;12.0796190814;10.0018241457;10.5706952783;54773.1023394502;104919634.18857978;"2012-09-12T00:00:00.000Z"
11.1516632112;12.2457837856;10.1564705785;11.3519065167;38197.9138036202;113202630.77465585;"2012-09-18T00:00:00.000Z"
11.4439501114;12.5443608047;10.3440969556;11.424625093;19767.8170276801;114538483.32169417;"2012-09-25T00:00:00.000Z"
11.6578454213;12.9458004767;10.9490630328;11.600569682;23170.1450834201;116834509.1969735;"2012-10-01T00:00:00.000Z"
11.3915593537;12.9267197578;10.7813093739;11.0897630025;91816.4971660904;112245729.345766;"2012-10-08T00:00:00.000Z"
11.2190527007;14.0101281164;10.8766477447;11.1001231242;21459.6473855501;112825258.97880706;"2012-10-14T00:00:00.000Z"
11.0913217161;11.6136818177;9.5111474016;10.9621582278;8759.14527682;112012017.90776463;"2012-10-21T00:00:00.000Z"
9.6279687447;10.4979208867;7.9416981181;9.9720777861;44602.7714943202;102359659.72330782;"2012-10-27T00:00:00.000Z"
10.2764379751;12.2164648148;9.7179984974;10.2693115407;15640.7574974501;105944336.65639508;"2012-11-03T00:00:00.000Z"
10.2505911761;11.9485398294;9.4097876469;10.2338767479;13668.6183621401;106047098.00167657;"2012-11-09T00:00:00.000Z"
10.2354888314;11.105384318;9.1224540787;10.3967909642;29852.3621118401;108171592.1537848;"2012-11-15T00:00:00.000Z"
11.0038156197;11.9273411794;9.983551144;11.1267909221;54361.8141709002;116334910.72439292;"2012-11-22T00:00:00.000Z"
11.6963243159;12.1914526233;9.7716025016;11.5524087849;28587.9951726301;121313721.917414;"2012-11-28T00:00:00.000Z"
12.3016030057;12.8679911954;10.4245863068;12.4683019039;27834.6279985801;131237488.46893853;"2012-12-05T00:00:00.000Z"
12.5895108933;13.1818208313;10.3610582127;12.6595611133;26166.0104780001;133509221.63864355;"2012-12-11T00:00:00.000Z"
12.485039573;12.974171576;10.409415677;12.4908912987;21698.1879897401;131996960.3391857;"2012-12-18T00:00:00.000Z"
12.4303552058;14.122083976;11.7196577162;12.5651265684;15602.3027770501;133026484.52492099;"2012-12-24T00:00:00.000Z"
12.5852712883;15.4834647545;11.8520165864;12.6271291022;13998.5542629701;134020783.75742105;"2012-12-31T00:00:00.000Z"
12.5444568762;13.314035991;11.0582862738;12.6137061647;11893.3449944701;134167643.3799997;"2013-01-06T00:00:00.000Z"
13.2082074151;14.7230992974;11.9678888073;13.351573865;24987.1399559901;142288765.7725863;"2013-01-12T00:00:00.000Z"
14.4878340927;15.5761316517;11.7956560135;14.6106099532;32348.2601392001;156045362.66412312;"2013-01-19T00:00:00.000Z"
15.9431742577;19.7842538352;14.9608428155;17.3234902058;75299.2240526103;185376250.6263242;"2013-01-25T00:00:00.000Z"
18.9114019087;21.2508441153;17.1445390644;19.1564684469;46622.8203577402;205520890.10737154;"2013-02-01T00:00:00.000Z"
19.569572145;24.3720913404;19.1474108762;20.2505119532;60078.4443704803;217749114.29164332;"2013-02-07T00:00:00.000Z"
23.4073103807;24.3762173639;20.2472390458;24.1793317156;136135.4410893806;260645035.3783184;"2013-02-14T00:00:00.000Z"
25.6715447119;30.1579833076;25.473368581;27.6581071114;34757.2243641801;298884222.969356;"2013-02-20T00:00:00.000Z"
28.5496544443;31.4594034887;23.7891165471;28.9826718353;28461.5519451401;314088475.2326733;"2013-02-27T00:00:00.000Z"
31.9954292219;36.4400201588;29.8125631283;35.5712082834;80051.0981199803;386328184.7575379;"2013-03-05T00:00:00.000Z"
43.1892515098;52.791773618;40.4375029992;44.6377945229;38685.6727304802;485904154.3127865;"2013-03-11T00:00:00.000Z"
44.5605836419;57.691812967;44.5026831441;47.6178239463;60699.2080948403;519791404.42355114;"2013-03-18T00:00:00.000Z"
64.7033405684;68.7844763422;54.933278393;66.2858480297;39120.7617575302;725615435.4999228;"2013-03-24T00:00:00.000Z"
85.8190446879;94.3474073203;78.054764992;86.3585879173;19709.9669410201;947774527.6626967;"2013-03-31T00:00:00.000Z"
130.4025210316;136.1725384048;107.2554662343;132.6919542277;17146.1944654201;1459692632.1099808;"2013-04-06T00:00:00.000Z"
109.7371407567;117.2800452702;91.0775643074;107.3375894912;222310.6867748109;1183961788.2086258;"2013-04-13T00:00:00.000Z"
97.0803780363;122.0644596193;93.2134460595;108.0583866278;239339.361001261;1194473353.5954626;"2013-04-19T00:00:00.000Z"
153.0589344219;153.0589344219;129.7512246792;130.1299607309;119956.8681928605;1442212461.9166803;"2013-04-26T00:00:00.000Z"
88.3138543432;96.0538379276;70.6383178954;80.5219647057;0;886718390.6890272;"2013-05-02T00:00:00.000Z"
83.8369146134;88.4289305578;83.8369146134;86.2963540213;0;966915935.2482215;"2013-05-08T00:00:00.000Z"
86.1229234835;90.0754433838;80.0092764378;88.6663571035;0;985406890.2203324;"2013-05-15T00:00:00.000Z"
94.6698709311;95.4376163873;94.1949013712;95.115718905;0;1066035720.3817209;"2013-05-21T00:00:00.000Z"
100.3402182575;101.1620714526;97.6064644654;100.4360012457;0;1118216945.0243564;"2013-05-28T00:00:00.000Z"
94.2742804371;94.2742804371;89.1210817455;93.5205448941;0;1057186438.2792058;"2013-06-03T00:00:00.000Z"
76.0771068474;83.2962611021;71.9112852179;80.2580925773;0;907922242.8419937;"2013-06-10T00:00:00.000Z"
74.7789622747;76.1276775619;74.1395188578;74.5225807955;0;842429395.886408;"2013-06-16T00:00:00.000Z"
82.5009507802;82.9584468561;81.0019070985;82.0998004533;0;929185276.4010675;"2013-06-23T00:00:00.000Z"
72.7538265023;76.850355748;71.4779801706;73.0105320851;0;828682287.2569364;"2013-06-29T00:00:00.000Z"
62.0462285633;62.0203116521;51.0724871212;53.3491851219;0;603793964.3771331;"2013-07-05T00:00:00.000Z"
67.9955649372;79.7484855456;67.5912299649;71.6324062747;0;815860220.4111264;"2013-07-12T00:00:00.000Z"
75.099115584;75.3106205136;65.6962098531;69.1081115671;0;789503525.8462946;"2013-07-18T00:00:00.000Z"
71.6544068947;73.7739724331;71.0296630859;73.0053503548;0;842056150.9591326;"2013-07-25T00:00:00.000Z"
81.3734335506;83.9825024665;78.1816792755;79.7729125031;0;918722925.900799;"2013-07-31T00:00:00.000Z"
80.2269652788;80.2269652788;80.2269652788;80.0224887556;0;923717232.8272959;"2013-08-07T00:00:00.000Z"
80.4980798012;82.4474089377;78.9394293776;82.1773220748;0;947289632.08186;"2013-08-13T00:00:00.000Z"
89.2522313058;92.1361707639;88.1332057563;90.3234233781;0;1052898553.4988375;"2013-08-20T00:00:00.000Z"
91.2229195137;91.7108683253;89.720954818;89.7480748717;0;1041272343.1943822;"2013-08-26T00:00:00.000Z"
102.2316358194;110.30334939;101.9819937655;104.7554114326;0;1218106775.852939;"2013-09-01T00:00:00.000Z"
94.2091661;94.6569529605;91.4882292056;92.3625900866;0;1077592646.8579235;"2013-09-08T00:00:00.000Z"
101.5723702278;102.2043380255;96.9530507954;97.2163716677;0;1137555488.6397834;"2013-09-14T00:00:00.000Z"
93.8840385655;95.1116703227;93.3589689867;94.2390181224;0;1105680481.2527733;"2013-09-21T00:00:00.000Z"
95.6031752365;99.6523966372;95.2836525719;98.9423850154;0;1166694120.263958;"2013-09-27T00:00:00.000Z"
90.5960972413;95.9578050733;90.616053794;95.1681871546;0;1116942289.311408;"2013-10-04T00:00:00.000Z"
96.6637062945;97.4074074074;95.5429037673;96.547387504;0;1141959702.0639148;"2013-10-10T00:00:00.000Z"
107.7292854264;112.6294730153;105.4256052374;105.4363927898;0;1249890419.7485206;"2013-10-16T00:00:00.000Z"
140.3498589028;155.055523784;139.567618168;155.055523784;0;1843753646.294549;"2013-10-23T00:00:00.000Z"
144.0124777339;148.5061590182;143.960269034;148.7338083173;0;1767057325.19765;"2013-10-29T00:00:00.000Z"
169.5967493258;186.0323613345;167.5703712746;182.0638496608;0;2169144624.491306;"2013-11-05T00:00:00.000Z"
243.8806892469;262.0831075234;233.3682625594;255.4188128898;0;3073997621.9740686;"2013-11-11T00:00:00.000Z"
368.3554532841;521.2413192837;367.1389380917;521.1169524914;0;6267390867.888139;"2013-11-18T00:00:00.000Z"
586.9209242275;595.5739048035;533.2472669793;571.4022140221;0;6872996574.395102;"2013-11-24T00:00:00.000Z"
830.7602060088;833.8214409115;590.050781753;703.658698164;0;8486061481.71315;"2013-12-01T00:00:00.000Z"
609.589146409;623.6882541403;467.2115381326;509.5453407785;0;6161396955.776108;"2013-12-07T00:00:00.000Z"
636.3953600035;684.9879831459;626.4020304392;649.5742792299;0;7867350344.02502;"2013-12-13T00:00:00.000Z"
508.4743065283;535.0454748639;435.4692539608;457.4061936393;0;5566231957.81147;"2013-12-20T00:00:00.000Z"
500.4316985742;568.0739171719;500.3218744999;556.4334602518;0;6789884635.252799;"2013-12-26T00:00:00.000Z"
561.7664166483;600.2561082677;561.9762833084;587.2292261771;27955766.995932598;7104208251.561592;"2014-01-02T00:00:00.000Z"
584.5560624472;640.865591547;570.4689053916;621.0169275631;54472791.3637365;7571684791.069986;"2014-01-08T00:00:00.000Z"
